à 'a functional
ç' 's 
régionalistes Re-Zj0-na-lis-'t@ 
régionaux Re-Zj0-'no 
régions Re-'Zjo~ 
régir Re-'ZiR 
régira Re-Zi-'Ra 
régirait Re-Zi-'RE 
régiront Re-Zi-'Ro~ 
régis Re-'Zis 
régis Re-'Zis 
régissaient Re-Zi-'sE 
régissait Re-Zi-'sE 
régissant Re-Zi-'sa~ 
régisse Re-'Zis 
régissent Re-'Zis 
régisseur Re-Zi-'s9R 
régisseurs Re-Zi-'s9R 
régit Re-'Zi 
réglé Re-'gle 
régla Re-'gla 
réglable Re-gla-'bl@ 
réglables Re-gla-'bl@ 
réglage Re-'glaZ 
réglages Re-'glaZ 
réglaient Re-'glE 
réglait Re-'glE 
réglant Re-'gla~ 
règle RE-'gl@ 
réglée Re-'gle 
réglement RE-gl@-'ma~ 
réglementé RE-gl@-ma~-'te 
réglementaire RE-gl@-ma~-'tER 
réglementairement RE-gl@-ma~-tE-R@-'ma~ 
réglementaires RE-gl@-ma~-'tER 
réglementait RE-gl@-ma~-'tE 
réglementant RE-gl@-ma~-'ta~ 
réglementation RE-gl@-ma~-ta-'sjo~ 
réglementations RE-gl@-ma~-ta-'sjo~ 
réglemente RE-gl@-'ma~t 
réglementée RE-gl@-ma~-'te 
réglementent RE-gl@-'ma~t 
réglementer RE-gl@-ma~-'te 
réglementera RE-gl@-ma~-t@-'Ra 
réglementées RE-gl@-ma~-'te 
réglements RE-gl@-'ma~ 
réglementés RE-gl@-ma~-'te 
règlent RE-'gl@ 
régler Re-'gle 
réglera RE-gl@-'Ra 
régleraient RE-gl@-'RE 
réglerait RE-gl@-'RE 
réglerons RE-gl@-'Ro~ 
régleront RE-gl@-'Ro~ 
règles RE-'gl@ 
réglées Re-'gle 
régleur Re-'gl9R 
régleurs Re-'gl9R 
réglez Re-'gle 
réglisse Re-'glis 
réglons Re-'glo~ 
réglèrent Re-'glER 
réglés Re-'gle 
régné Re-'nje 
régna Re-'nja 
régnaient Re-'njE 
régnait Re-'njE 
régnant Re-'nja~ 
régnante Re-'nja~t 
régnantes Re-'nja~t 
règne 'REnj 
règnent 'REnj 
régner Re-'nje 
régnera Re-nj@-'Ra 
régneraient Re-nj@-'RE 
régnerait Re-nj@-'RE 
régneront Re-nj@-'Ro~ 
règnes 'REnj 
régnier Re-'nje 
régénéré Re-Ze-ne-'Re 
régénération Re-Ze-ne-Ra-'sjo~ 
régénère Re-Ze-'nER 
régénérée Re-Ze-ne-'Re 
régnèrent Re-'njER 
régénérer Re-Ze-ne-'Re 
régressé Re-gRe-'se 
régressaient Re-gRe-'sE 
régressait Re-gRe-'sE 
régressant Re-gRe-'sa~ 
régresse Re-'gREs 
régressent Re-'gRes 
régresser Re-gRe-'se 
régressera Re-gRe-s@-'Ra 
régresseront Re-gRe-s@-'Ro~ 
régressif Re-gRe-'sif 
régressifs Re-gRe-'sif 
régression Re-gRe-'sjo~ 
régressions Re-gRe-'sjo~ 
régressive Re-gRe-'siv 
régressives Re-gRe-'siv 
régulé Re-gy-'le 
régulant Re-gy-'la~ 
régularisé Re-gy-la-Ri-'ze 
régularisant Re-gy-la-Ri-'za~ 
régularisation Re-gy-la-Ri-za-'sjo~ 
régularisations Re-gy-la-Ri-za-'sjo~ 
régularise Re-gy-la-'Riz 
régularisée Re-gy-la-Ri-'ze 
régularisent Re-gy-la-'Riz 
régulariser Re-gy-la-Ri-'ze 
régularisera Re-gy-la-Ri-z@-'Ra 
régularisées Re-gy-la-Ri-'ze 
régularisés Re-gy-la-Ri-'ze 
régularité Re-gy-la-Ri-'te 
régularités Re-gy-la-Ri-'te 
régulateur Re-gy-la-'t9R 
régulateurs Re-gy-la-'t9R 
régulation Re-gy-la-'sjo~ 
régulations Re-gy-la-'sjo~ 
régulatrice Re-gy-la-'tRis 
régulatrices Re-gy-la-'tRis 
régule Re-'gyl 
régulée Re-gy-'le 
régulent Re-'gyl 
réguler Re-gy-'le 
régulées Re-gy-'le 
régulier Re-gy-'lje 
réguliers Re-gy-'lje 
régulière Re-gy-'ljER 
régulièrement Re-gy-ljE-R@-'ma~ 
régulières Re-gy-'ljER 
régulés Re-gy-'le 
régurgiter Re-gy-RZi-'te 
réhabilité Re-a-bi-li-'te 
réhabilita Re-a-bi-li-'ta 
réhabilitait Re-a-bi-li-'tE 
réhabilitant Re-a-bi-li-'ta~ 
réhabilitation Re-a-bi-li-ta-'sjo~ 
réhabilitations Re-a-bi-li-ta-'sjo~ 
réhabilite Re-a-bi-'lit 
réhabilitée Re-a-bi-li-'te 
réhabilitent Re-a-bi-'lit 
réhabiliter Re-a-bi-li-'te 
réhabilitées Re-a-bi-li-'te 
réhabilités Re-a-bi-li-'te 
rhabillé Ra-bi-'je 
rhabille Ra-'bij 
rhabiller Ra-bi-'je 
réhabituer Re-a-bi-'tHe 
rhapsode Ra-'ps0d 
rhapsodes Ra-'ps0d 
rhapsodie Ra-ps0-'di 
rhapsodies Ra-ps0-'di 
rhenan R@-''na~ 
rhenane R@-''nan 
rhenanes R@-''nan 
rhenanie R@-'na-'ni 
rhenans R@-''na~ 
rhesus R@-''zy 
rheteur R@-''t9R 
rheteurs R@-''t9R 
rhetorique R@-'t0-'Rik 
rhetoriques R@-'t0-'Rik 
rhin 'Re~ 
rhinoceros Ri-n0-s@-'Ro 
rhinocéros Ri-n0-se-'R0s 
rhénan Re-'na~ 
rhénane Re-'nan 
rhénanes Re-'nan 
rhénanie Re-na-'ni 
rhénanie-palatinat Re-na-ni-@-pa-la-ti-'na 
rhénans Re-'na~ 
rhône 'R0n 
rhône-alpes R0-n@-al-'p@ 
rhône-poulenc Ro-n@-pu-'le~k 
rhodanien R0-da-'nje~ 
rhodanienne R0-da-'njEn 
rhodaniens R0-da-'nje~ 
rhodes Ro-'dEs 
rhodesie Ro-de-'zi 
rhododendrons R0-d0-de~-'dRo~ 
rhodésie R0-de-'zi 
rhone 'R0n 
rhésus Re-'zys 
rhéteur Re-'t9R 
rhéteurs Re-'t9R 
rhétorique Re-t0-'Rik 
rhétoriques Re-t0-'Rik 
rhubarbe Ry-baR-'b@ 
rhum 'R0m 
rhumatismales Ry-ma-ti-'smal 
rhumatisme Ry-ma-ti-'sm@ 
rhumatismes Ry-ma-ti-'sm@ 
rhumatologie Ry-ma-t0-l0-'Zi 
rhumbs 'R9~ 
rhume 'Rym 
rhumes 'Rym 
rhums 'R0m 
réhydratation Re-i-dRa-ta-'sjo~ 
ri 'Ri 
ria 'Rja 
riaient 'RjE 
riait 'RjE 
riant Ri-'ja~ 
riante Ri-'ja~t 
riantes Ri-'ja~t 
riants Ri-'ja~ 
rias 'Rja 
ribambelle Ri-ba~-'bEl 
ribambelles Ri-ba~-'bEl 
ribaud Ri-'bo 
ribaudes Ri-'bod 
riboud Ri-'bu 
rica Ri-'ka 
ricané Ri-ka-'ne 
ricana Ri-ka-'na 
ricanaient Ri-ka-'nE 
ricanait Ri-ka-'nE 
ricanant Ri-ka-'na~ 
ricanante Ri-ka-'na~t 
ricanants Ri-ka-'na~ 
ricane Ri-'kan 
ricanement Ri-ka-n@-'ma~ 
ricanements Ri-ka-n@-'ma~ 
ricanent Ri-'kan 
ricaner Ri-ka-'ne 
ricaneront Ri-ka-n@-'Ro~ 
ricard Ri-'kaR 
ricardo Ri-kaR-'d0 
richard Ri-'SaR 
richards Ri-'SaR 
riche 'RiS 
richelieu Ri-S@-'lj@ 
richement Ri-S@-'ma~ 
riches 'RiS 
richesse Ri-'SEs 
richesses Ri-'SEs 
richet Ri-'SE 
richissime Ri-Si-'sim 
richissimes Ri-Si-'sim 
richter RiS-'tER 
ricin Ri-'se~ 
rick 'Rik 
ricoché Ri-k0-'Se 
ricoche Ri-'k0S 
ricochent Ri-'k0S 
ricocher Ri-k0-'Se 
ricochet Ri-k0-'SE 
ricochets Ri-k0-'SE 
ric-rac Ri-'kRak 
rictus Ri-'ktys 
ridé Ri-'de 
rida Ri-'da 
ridant Ri-'da~ 
ride 'Rid 
ridée Ri-'de 
rideau Ri-'do 
rideaux Ri-'do 
ridee Ri-'di 
ridees Ri-'di 
rider Ri-'de 
rides 'Rid 
ridées Ri-'de 
ridicule Ri-di-'kyl 
ridiculement Ri-di-ky-l@-'ma~ 
ridicules Ri-di-'kyl 
ridiculisé Ri-di-ky-li-'ze 
ridiculisait Ri-di-ky-li-'zE 
ridiculisant Ri-di-ky-li-'za~ 
ridiculise Ri-di-ky-'liz 
ridiculisée Ri-di-ky-li-'ze 
ridiculisee Ri-di-ky-li-'zi 
ridiculisees Ri-di-ky-li-'zi 
ridiculisent Ri-di-ky-'liz 
ridiculiser Ri-di-ky-li-'ze 
ridiculises Ri-di-ky-'liz 
ridiculisées Ri-di-ky-li-'ze 
ridiculisés Ri-di-ky-li-'ze 
ridés Ri-'de 
rie 'Ri 
rien 'Rje~ 
riens 'Rje~ 
rient 'Ri 
ries 'Ri 
rieur Ri-'j9R 
rieurs Ri-'j9R 
rieuse Ri-j9-'z@ 
rieuses Ri-j9-'z@ 
riez 'RjE 
rif 'Rif 
rifaat Ri-fa-'at 
réification Re-i-fi-ka-'sjo~ 
rififi Ri-fi-'fi 
rifle 'Rifl 
rift 'Rift 
érigé e-Ri-'Ze 
riga Ri-'ga 
érige e-'RiZ 
érigée e-Ri-'Ze 
érigea e-Ri-'Za 
érigeaient e-Ri-'ZE 
érigeait e-Ri-'ZE 
érigeant e-Ri-'Za~ 
érigent e-'RiZ 
ériger e-Ri-'Ze 
érigera e-Ri-Z@-'Ra 
érigeraient e-Ri-Z@-'RE 
érigées e-Ri-'Ze 
rigide Ri-'Zid 
rigides Ri-'Zid 
rigidité Ri-Zi-di-'te 
rigidite Ri-Zi-'dit 
rigidites Ri-Zi-'dit 
rigidités Ri-Zi-di-'te 
rigodon Ri-g0-'do~ 
rigolé Ri-g0-'le 
rigolade Ri-g0-'lad 
rigolades Ri-g0-'lad 
rigolaient Ri-g0-'lE 
rigolait Ri-g0-'lE 
rigolant Ri-g0-'la~ 
rigolard Ri-g0-'laR 
rigolarde Ri-g0-laR-'d@ 
rigolards Ri-g0-'laR 
rigole Ri-'g0l 
rigolent Ri-'g0l 
rigoler Ri-g0-'le 
rigoles Ri-'g0l 
rigolez Ri-g0-'le 
rigolo Ri-g0-'lo 
rigolos Ri-g0-'lo 
rigolote Ri-g0-'l0t 
rigolotes Ri-g0-'l0t 
rigorisme Ri-g0-Ri-'sm@ 
rigoriste Ri-g0-Ris-'t@ 
rigoristes Ri-g0-Ris-'t@ 
rigoureuse Ri-gu-'R9z 
rigoureusement Ri-gu-R9-z@-'ma~ 
rigoureuses Ri-gu-'R9z 
rigoureux Ri-gu-'R@ 
rigout Ri-'gu 
érigèrent e-Ri-'ZER 
érigés e-Ri-'Ze 
rigueur Ri-'g9R 
rigueurs Ri-'g9R 
rikiki Ri-ki-'ki 
rillettes Ri-'jEt 
rillons Ri-'jo~ 
rimé Ri-'me 
rima Ri-'ma 
rimait Ri-'mE 
rimant Ri-'ma~ 
rime 'Rim 
riment 'Rim 
rimer Ri-'me 
rimerait Ri-m@-'RE 
rimes 'Rim 
rimmel Ri-'mEl 
réimplanté Re-e~-pla~-'te 
réimplantation Re-e~-pla~-ta-'sjo~ 
réimplanter Re-e~-pla~-'te 
réimplantés Re-e~-pla~-'te 
réimportation Re-e~-p0R-ta-'sjo~ 
réimportations Re-e~-p0R-ta-'sjo~ 
réimposer Re-e~-po-'ze 
réimpression Re-e~-pRe-'sjo~ 
réimpressions Re-e~-pRe-'sjo~ 
réimprimé Re-e~-pRi-'me 
réimprime Re-e~-'pRim 
réimprimée Re-e~-pRi-'me 
réimprimer Re-e~-pRi-'me 
réimprimés Re-e~-pRi-'me 
rimés Ri-'me 
rincé Re~-'se 
réincarcéré Re-e~-ka-Rse-'Re 
réincarné Re-e~-ka-'Rne 
réincarnation Re-e~-ka-Rna-'sjo~ 
réincarnations Re-e~-ka-Rna-'sjo~ 
réincarnée Re-e~-ka-'Rne 
réincarnent Re-e~-ka-'Rn@ 
réincarner Re-e~-ka-'Rne 
réincarnés Re-e~-ka-'Rne 
rince 'Re~s 
rinceaux Re~-'so 
rincer Re~-'se 
ring 'Ring 
ringard Re~-'gaR 
ringarde Re~-gaR-'d@ 
ringardes Re~-gaR-'d@ 
ringards Re~-'gaR 
rings 'Ring 
réinscrire Re-e~s-'kRiR 
réinscrit Re-e~s-'kRi 
réinscrits Re-e~s-'kRi 
réinsertion Re-e~-sE-'Rsjo~ 
réinsertions Re-e~-sE-'Rsjo~ 
réinséré Re-e~-se-'Re 
réinsère Re-e~-'sER 
réinsérer Re-e~-se-'Re 
réinsérés Re-e~-se-'Re 
réinstallé Re-e~s-ta-'le 
réinstalla Re-e~s-ta-'la 
réinstallant Re-e~s-ta-'la~ 
réinstallation Re-e~s-ta-la-'sjo~ 
réinstalle Re-e~s-'tal 
réinstallée Re-e~s-ta-'le 
réinstaller Re-e~s-ta-'le 
réinstallées Re-e~s-ta-'le 
réinstallés Re-e~s-ta-'le 
réinterprétation Re-e~-tER-pRe-ta-'sjo~ 
réinterprétations Re-e~-tER-pRe-ta-'sjo~ 
réintégré Re-e~-te-'gRe 
réintégra Re-e~-te-'gRa 
réintégrait Re-e~-te-'gRE 
réintégrant Re-e~-te-'gRa~ 
réintégration Re-e~-te-gRa-'sjo~ 
réintégrations Re-e~-te-gRa-'sjo~ 
réintègre Re-e~-tE-'gR@ 
réintégrée Re-e~-te-'gRe 
réintègrent Re-e~-tE-'gR@ 
réintégrer Re-e~-te-'gRe 
réintégrera Re-e~-te-gR@-'Ra 
réintégrerait Re-e~-te-gR@-'RE 
réintégreront Re-e~-te-gR@-'Ro~ 
réintégrées Re-e~-te-'gRe 
réintégrés Re-e~-te-'gRe 
réintroduction Re-e~-tR0-dy-'ksjo~ 
réintroductions Re-e~-tR0-dy-'ksjo~ 
réintroduire Re-e~-tR0d-'HiR 
réintroduisant Re-e~-tR0d-Hi-'za~ 
réintroduise Re-e~-tR0d-'Hiz 
réintroduisent Re-e~-tR0d-'Hiz 
réintroduit Re-e~-tR0d-'Hi 
réintroduite Re-e~-tR0d-'Hit 
réintroduites Re-e~-tR0d-'Hit 
réintroduits Re-e~-tR0d-'Hi 
réinventé Re-e~-va~-'te 
réinventa Re-e~-va~-'ta 
réinventant Re-e~-va~-'ta~ 
réinvente Re-e~-'va~t 
réinventée Re-e~-va~-'te 
réinventent Re-e~-'va~t 
réinventer Re-e~-va~-'te 
réinventerait Re-e~-va~-t@-'RE 
réinventées Re-e~-va~-'te 
réinventés Re-e~-va~-'te 
réinvesti Re-e~-vEs-'ti 
réinvestie Re-e~-vEs-'ti 
réinvesties Re-e~-vEs-'ti 
réinvestir Re-e~-vEs-'tiR 
réinvestis Re-e~-vEs-'ti 
réinvestissant Re-e~-vEs-ti-'sa~ 
réinvestissement Re-e~-vEs-ti-s@-'ma~ 
réinvestissements Re-e~-vEs-ti-s@-'ma~ 
réinvestissent Re-e~-vEs-'tis 
réinvestit Re-e~-vEs-'ti 
réinvité Re-e~-vi-'te 
réinviter Re-e~-vi-'te 
rio Ri-'jo 
rio-de-janeiro Rjo-d@-Za-nE-'Ro 
rions 'Rjo~ 
riou 'Rju 
ripa Ri-'pa 
ripaille Ri-'paj 
ripailles Ri-'paj 
riper Ri-'pe 
riposté Ri-p0s-'te 
riposta Ri-p0s-'ta 
ripostaient Ri-p0s-'tE 
ripostait Ri-p0s-'tE 
ripostant Ri-p0s-'ta~ 
riposte Ri-p0s-'t@ 
ripostent Ri-p0s-'t@ 
riposter Ri-p0s-'te 
ripostera Ri-p0s-t@-'Ra 
riposteraient Ri-p0s-t@-'RE 
riposterait Ri-p0s-t@-'RE 
riposterons Ri-p0s-t@-'Ro~ 
riposteront Ri-p0s-t@-'Ro~ 
ripostes Ri-p0s-'t@ 
riquiqui Ri-ki-'ki 
rira Ri-'Ra 
riraient Ri-'RE 
rirait Ri-'RE 
rire 'RiR 
rires 'RiR 
riront Ri-'Ro~ 
ris 'Ri 
risée Ri-'ze 
risee Ri-'zi 
risees Ri-'zi 
risées Ri-'ze 
risible Ri-zi-'bl@ 
risibles Ri-zi-'bl@ 
risotto Ri-z0-'to 
risqué Ris-'ke 
risqua Ris-'ka 
risquaient Ris-'kE 
risquais Ris-'kE 
risquait Ris-'kE 
risquant Ris-'ka~ 
risque Ris-'k@ 
risquée Ris-'ke 
risquee Ris-'ki 
risquees Ris-'ki 
risquent Ris-'k@ 
risquer Ris-'ke 
risquera Ris-k@-'Ra 
risquerai Ris-k@-'RE 
risqueraient Ris-k@-'RE 
risquerait Ris-k@-'RE 
risquerent Ris-k@-'Ra~ 
risqueriez Ris-k@-'RjE 
risquerions Ris-k@-'Rjo~ 
risquerons Ris-k@-'Ro~ 
risqueront Ris-k@-'Ro~ 
risques Ris-'k@ 
risquées Ris-'ke 
risque-tout Ris-k@-'tu 
risquez Ris-'ke 
risquiez Ris-'kje 
risquions Ris-'kjo~ 
risquons Ris-'ko~ 
risquèrent Ris-'kER 
risqués Ris-'ke 
rissoler Ri-s0-'le 
ristourne Ris-tu-'Rn@ 
ristourner Ris-tu-'Rne 
ristournes Ris-tu-'Rn@ 
rit 'Ri 
rita Ri-'ta 
rital Ri-'tal 
ritals Ri-'tal 
rite 'Rit 
rites 'Rit 
ritournelle Ri-tu-'RnEl 
ritournelles Ri-tu-'RnEl 
réitéré Re-i-te-'Re 
réitéra Re-i-te-'Ra 
réitéraient Re-i-te-'RE 
réitérait Re-i-te-'RE 
réitérant Re-i-te-'Ra~ 
réitère Re-i-'tER 
réitérée Re-i-te-'Re 
réitèrent Re-i-'tER 
réitérer Re-i-te-'Re 
réitérera Re-i-te-R@-'Ra 
réitérées Re-i-te-'Re 
réitérons Re-i-te-'Ro~ 
réitérés Re-i-te-'Re 
rituel Ri-'tHEl 
rituelle Ri-'tHEl 
rituellement Ri-tHE-l@-'ma~ 
rituelles Ri-'tHEl 
rituels Ri-'tHEl 
rivé Ri-'ve 
riva Ri-'va 
rivage Ri-'vaZ 
rivages Ri-'vaZ 
rivais Ri-'vE 
rival Ri-'val 
rivale Ri-'val 
rivales Ri-'val 
rivalisé Ri-va-li-'ze 
rivalisa Ri-va-li-'za 
rivalisaient Ri-va-li-'zE 
rivalisait Ri-va-li-'zE 
rivalisant Ri-va-li-'za~ 
rivalise Ri-va-'liz 
rivalisent Ri-va-'liz 
rivaliser Ri-va-li-'ze 
rivaliserent Ri-va-li-z@-'Ra~ 
rivaliseront Ri-va-li-z@-'Ro~ 
rivalisèrent Ri-va-li-'zER 
rivalité Ri-va-li-'te 
rivalite Ri-va-'lit 
rivalites Ri-va-'lit 
rivalités Ri-va-li-'te 
rivas Ri-'va 
rivaux Ri-'vo 
rive 'Riv 
rivée Ri-'ve 
rivee Ri-'vi 
rivees Ri-'vi 
rivent 'Riv 
river Ri-'ve 
rivera Ri-v@-'Ra 
riverain Ri-v@-'Re~ 
riveraine Ri-v@-'REn 
riveraines Ri-v@-'REn 
riverains Ri-v@-'Re~ 
rives 'Riv 
rivées Ri-'ve 
rivet Ri-'vE 
rivets Ri-'vE 
rivette Ri-'vEt 
riviere Ri-'viR 
riviere Ri-'viR 
rivieres Ri-'viR 
rivière Ri-'vjER 
rivière Ri-'vjER 
rivières Ri-'vjER 
rivés Ri-'ve 
rixe Ri-'ks@ 
rixes Ri-'ks@ 
riyad Ri-'jad 
riz 'Ri 
riziculteurs Ri-zi-kyl-'t9R 
riziere Ri-'ziR 
rizieres Ri-'ziR 
rizière Ri-'zjER 
rizières Ri-'zjER 
réjoui Re-Zu-'i 
réjouie Re-Zu-'i 
réjouies Re-Zu-'i 
réjouir Re-Zu-'iR 
réjouira Re-Zu-i-'Ra 
réjouirai Re-Zu-i-'RE 
réjouiraient Re-Zu-i-'RE 
réjouirais Re-Zu-i-'RE 
réjouirait Re-Zu-i-'RE 
réjouiront Re-Zu-i-'Ro~ 
réjouis Re-Zu-'i 
réjouissaient Re-Zu-i-'sE 
réjouissais Re-Zu-i-'sE 
réjouissait Re-Zu-i-'sE 
réjouissance Re-Zu-i-'sa~s 
réjouissances Re-Zu-i-'sa~s 
réjouissant Re-Zu-i-'sa~ 
réjouissante Re-Zu-i-'sa~t 
réjouissantes Re-Zu-i-'sa~t 
réjouissants Re-Zu-i-'sa~ 
réjouisse Re-Zu-'is 
réjouissent Re-Zu-'is 
réjouissez Re-Zu-i-'se 
réjouissons Re-Zu-i-'so~ 
réjouit Re-Zu-'i 
râlé Ra-'le 
râlait Ra-'lE 
râlant Ra-'la~ 
râle 'Ral 
réélection Re-e-lE-'ksjo~ 
réélections Re-e-lE-'ksjo~ 
râlent 'Ral 
râler Ra-'le 
râles 'Ral 
râleur Ra-'l9R 
râleurs Ra-'l9R 
râleuse Ra-'l9z 
rééligible Re-e-li-Zi-'bl@ 
réélire Re-e-'liR 
réélisant Re-e-li-'za~ 
réélit Re-e-'li 
réélu Re-e-'ly 
réélue Re-e-'ly 
réélues Re-e-'ly 
réélus Re-e-'ly 
rémanence Re-ma-'na~s 
rémanences Re-ma-'na~s 
rémanent Re-ma-'na~ 
rémanente Re-ma-'na~t 
rmc E-REm-'se 
rémi Re-'mi 
rmi E-RE-'mi 
réminiscence Re-mi-ni-'sa~s 
réminiscences Re-mi-ni-'sa~s 
rémission Re-mi-'sjo~ 
rémissions Re-mi-'sjo~ 
rémois Re-'mwa 
rémoise Re-'mwaz 
rémoises Re-'mwaz 
rémoulade Re-mu-'lad 
rémouleur Re-mu-'l9R 
rémunéré Re-my-ne-'Re 
rémunéraient Re-my-ne-'RE 
rémunérait Re-my-ne-'RE 
rémunérant Re-my-ne-'Ra~ 
rémunérateur Re-my-ne-Ra-'t9R 
rémunérateurs Re-my-ne-Ra-'t9R 
rémunération Re-my-ne-Ra-'sjo~ 
rémunérations Re-my-ne-Ra-'sjo~ 
rémunératrice Re-my-ne-Ra-'tRis 
rémunératrices Re-my-ne-Ra-'tRis 
rémunère Re-my-'nER 
rémunérée Re-my-ne-'Re 
rémunèrent Re-my-'nER 
rémunérer Re-my-ne-'Re 
rémunérées Re-my-ne-'Re 
rémunérés Re-my-ne-'Re 
rémy Re-'mi 
rn 'Rn@ 
rénal Re-'nal 
rénale Re-'nal 
rénales Re-'nal 
rénaux Re-'no 
rênes 'REn 
rénové Re-n0-'ve 
rénovant Re-n0-'va~ 
rénovateur Re-n0-va-'t9R 
rénovateurs Re-n0-va-'t9R 
rénovation Re-n0-va-'sjo~ 
rénovations Re-n0-va-'sjo~ 
rénovatrice Re-n0-va-'tRis 
rénovatrices Re-n0-va-'tRis 
rénove Re-'n0v 
rénovée Re-n0-'ve 
rénovent Re-'n0v 
rénover Re-n0-'ve 
rénovées Re-n0-'ve 
rénovés Re-n0-'ve 
rénumération Re-ny-me-Ra-'sjo~ 
rénumérations Re-ny-me-Ra-'sjo~ 
roanne R0-'an 
rob 'R0b 
roba R0-'ba 
robe 'R0b 
rober R0-'be 
robert Ro-'bER 
roberto R0-bER-'to 
robes 'R0b 
robespierre R0-bEs-'pjER 
robin Ro-'be~ 
robinet R0-bi-'nE 
robinet R0-bi-'nE 
robinets R0-bi-'nE 
robinetterie R0-bi-nE-t@-'Ri 
robinier R0-bi-'nje 
robins R0-'be~ 
robinson Ro-be~-'so~ 
roboratif R0-b0-Ra-'tif 
roboratifs R0-b0-Ra-'tif 
roborative R0-b0-Ra-'tiv 
roboratives R0-b0-Ra-'tiv 
robot R0-'bo 
robotique R0-b0-'tik 
robotiques R0-b0-'tik 
robotisé R0-b0-ti-'ze 
robotisation R0-b0-ti-za-'sjo~ 
robotise R0-b0-'tiz 
robotisée R0-b0-ti-'ze 
robotisee R0-b0-ti-'zi 
robotisees R0-b0-ti-'zi 
robotiser R0-b0-ti-'ze 
robotises R0-b0-'tiz 
robotisées R0-b0-ti-'ze 
robotisés R0-b0-ti-'ze 
robots R0-'bo 
robuste R0-bys-'t@ 
robustes R0-bys-'t@ 
robustesse R0-bys-'tEs 
roc 'R0k 
rocade R0-'kad 
rocades R0-'kad 
rocaille R0-'kaj 
rocailles R0-'kaj 
rocailleuse R0-ka-'j9z 
rocailleuses R0-ka-'j9z 
rocailleux R0-ka-'j@ 
rocambole R0-ka~-'b0l 
rocambolesque R0-ka~-b0-lEs-'k@ 
rocambolesques R0-ka~-b0-lEs-'k@ 
rocard R0-'kaR 
rocardien R0-kaR-'dje~ 
rocardienne R0-kaR-'djEn 
rocardiennes R0-kaR-'djEn 
rocardiens R0-kaR-'dje~ 
rocardisme R0-kaR-di-'sm@ 
rocca Ro-'ka 
réoccupé Re-0-ky-'pe 
réoccupe Re-0-'kyp 
réoccupée Re-0-ky-'pe 
réoccupent Re-0-'kyp 
réoccuper Re-0-ky-'pe 
réoccupées Re-0-ky-'pe 
roché R0-'Se 
roch 'R0k 
rocha R0-'Sa 
rochant R0-'Sa~ 
rochas R0-'Sa 
roche 'R0S 
roche 'R0S 
rochefort R0-S@-'f0R 
rochelle R0-'SEl 
rocher R0-'Se 
rochers R0-'Se 
roches 'R0S 
rochet R0-'SE 
rocheuse R0-'S9z 
rocheuses R0-'S9z 
rocheux R0-'S@ 
rock 'R0k 
rocker R0-'k9R 
rockers R0-'k9R 
rocking-chair R0-kin-'gSER 
rock'n'roll R0k-'nR0l 
rocks 'R0k 
rococo R0-k0-'ko 
rococos R0-k0-'ko 
rocs 'R0k 
érodé e-R0-'de 
rodé R0-'de 
rod 'R0d 
roda R0-'da 
rodage R0-'daZ 
rodaient R0-dE-'a~ 
rodait R0-'dE 
rodant R0-'da~ 
rodas R0-'da 
rode 'R0d 
érode e-'R0d 
érodée e-R0-'de 
rodée R0-'de 
rodee R0-'di 
rodees R0-'di 
rodent 'R0d 
érodent e-'R0d 
rodeo R0-de-'o 
rodeos R0-de-'o 
roder R0-'de 
éroder e-R0-'de 
rodes 'R0d 
érodées e-R0-'de 
rodées R0-'de 
rodeur R0-'d9R 
rodeurs R0-'d9R 
rodez Ro-'dEz 
rodier R0d-'je 
rodinson Ro-din-'s0n 
rodéo R0-de-'o 
rodolphe R0-d0l-'f@ 
rodomontade R0-d0-mo~-'tad 
rodomontades R0-d0-mo~-'tad 
rodéos R0-de-'o 
rodrigo Ro-dRi-'go 
rodrigue R0d-'Rig 
rodriguez Ro-dRi-'gEz 
érodés e-R0-'de 
rodés R0-'de 
roelof Ro-e-'l0f 
rogatoire R0-ga-'twaR 
rogatoires R0-ga-'twaR 
rogatons R0-ga-'to~ 
roger Ro-'Ze 
rogers Ro-'Ze 
rogné R0n-'je 
rognait R0n-'jE 
rognant R0n-'ja~ 
rogne 'R0nj 
rognée R0n-'je 
rognee R0n-'ji 
rognees R0n-'ji 
rognent 'R0nj 
rogner R0n-'je 
rognes 'R0nj 
rognées R0n-'je 
rognon R0n-'jo~ 
rognonnade R0n-j0-'nad 
rognons R0n-'jo~ 
rognés R0n-'je 
rogomme R0-'g0m 
rogue 'R0g 
rogues 'R0g 
roh 'R0 
roi 'Rwa 
roide 'Rwad 
roides 'Rwad 
rois 'Rwa 
roissy Rwa-'si 
roitelet Rwa-t@-'lE 
roitelets Rwa-t@-'lE 
roland R0-'la~ 
rolande R0-'la~d 
role 'R0l 
roles 'R0l 
rolland R0-'la~ 
rolling R0-'ling 
rollmops R0l-m0p-'s@ 
rollot R0-'lo 
romain R0-'me~ 
romain R0-'me~ 
romaine R0-'mEn 
romaines R0-'mEn 
romains R0-'me~ 
roman R0-'ma~ 
roman Ro-'man 
romancé R0-ma~-'se 
romance R0-'ma~s 
romancée R0-ma~-'se 
romancee R0-ma~-'si 
romancees R0-ma~-'si 
romancer R0-ma~-'se 
romancero R0-ma~-s@-'Ro 
romances R0-'ma~s 
romancées R0-ma~-'se 
